doc_id,bank_code,year,issue_name,section_title,start_page,end_page,confidence,match_type,quality_issue,manual_check,checker_notes,checker,check_time
2022-1216200170,,2022,乡村振兴,76%，助力推动辖内农业农村现代化发展，进一步实现乡村振兴。,5,11,76,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219375028,,2023,绿色金融,包含'ESG'的章节,1,7,76,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222926504,,2024,绿色金融,What are your opinions and suggestions for our ESG performance and this report?,80,86,91,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225168991,,2025,风险管理,包含'全面风险管理'的章节,3,9,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225168991,,2025,公司治理,您认为我们在公司治理方面做得如何？,26,32,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225168991,,2025,绿色金融,您对我们履行 ESG 及本报告有何意见和建议：,26,32,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225168991,,2025,消费者权益保护,包含'消费者权益'的章节,5,11,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225168991,,2025,普惠金融,包含'个体工商户'的章节,3,9,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225168991,,2025,乡村振兴,"""47 万元，其中乡村振兴投入 20 万元，志愿服务时长 1","276.5 小时，累计献血 831 人次。""",25,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212671858,,2021,风险管理,包含'风险管理体系'的章节,5,11,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212671858,,2021,公司治理,1 机构符合负责任原则的公司治理结构、政策框,22,28,82,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212671858,,2021,绿色金融,2 银行的商业战略与社会可持续发展目标的契合,22,28,82,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212671858,,2021,消费者权益保护,包含'消费者权益'的章节,1,7,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212671858,,2021,普惠金融,包含'个体工商户'的章节,3,9,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212671858,,2021,乡村振兴,包含'农业产业化'的章节,10,16,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216279419,,2022,风险管理,包含'风险管理体系'的章节,7,13,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216279419,,2022,公司治理,您对兴业银行在公司治理方面的评价如何：,30,36,84,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216279419,,2022,绿色金融,您认为兴业银行可持续发展报告编制整体质量如何：,30,36,84,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216279419,,2022,消费者权益保护,包含'消费者权益'的章节,4,10,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216279419,,2022,普惠金融,8 万户中小微企业、个体工商户提供延期还本付,4,10,84,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216279419,,2022,乡村振兴,包含'乡村振兴'的章节,1,7,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445712,,2023,风险管理,包含'风险管理体系'的章节,5,11,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445712,,2023,公司治理,您对兴业银行在公司治理方面的评价如何：,39,45,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445712,,2023,绿色金融,“本信托产品将使用中证 ESG 指数以及富时罗素 ESG 评级体系，作为 ESG 证券的,18,24,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445712,,2023,消费者权益保护,66%，对客户服务中心整体服务满意率 90.41%，对客服代表服务满意率 98.6%。,24,30,75,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445712,,2023,普惠金融,包含'个体工商户'的章节,14,20,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2023-1219445712,,2023,乡村振兴,包含'乡村振兴'的章节,2,8,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2024-1222927162,,2024,风险管理,2 全面风险管理 .................................................. 36,1,7,82,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222927162,,2024,公司治理,您对兴业银行在公司治理方面的评价如何：,67,73,82,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222927162,,2024,绿色金融,2 发展绿色金融 .................................................. 90,1,7,82,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222927162,,2024,消费者权益保护,4 数据安全与隐私保护 ........................................... 139,1,7,82,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222927162,,2024,普惠金融,2 发力普惠金融 ................................................. 170,1,7,82,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222927162,,2024,乡村振兴,3 推进乡村振兴 ................................................. 176,1,7,82,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225039296,,2025,风险管理,3 深化全面风险管理*,1,7,77,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2025-1225039296,,2025,公司治理,2 优化公司治理体系,1,7,77,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2025-1225039296,,2025,绿色金融,2 持续深耕绿色金融*,1,7,77,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2025-1225039296,,2025,消费者权益保护,04亿元，近三个年度信息安全投入合计达3.58亿元，充分保障本行数据安全和隐私保护工,60,66,77,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225039296,,2025,普惠金融,3 优化普惠金融供给*,1,7,77,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2025-1225039296,,2025,乡村振兴,包含'乡村振兴'的章节,2,8,77,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1213270798,,2021,风险管理,包含'全面风险管理'的章节,46,52,76,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1213270798,,2021,绿色金融,包含'ESG'的章节,14,20,76,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1214474230,,2021,风险管理,包含'风险管理体系'的章节,42,48,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1214474230,,2021,公司治理,您对北京银行在公司治理方面实践的评价：,68,74,75,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1214474230,,2021,绿色金融,2 亿元，增幅 82.1%，累计服务客户数超千户，其中清洁能源产业贷款同比增,59,65,75,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2021-1214474230,,2021,消费者权益保护,包含'消费者权益'的章节,28,34,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1214474230,,2021,普惠金融,包含'个体工商户'的章节,19,25,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1214474230,,2021,乡村振兴,包含'乡村振兴'的章节,9,15,75,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216358080,,2022,风险管理,包含'风险管理体系'的章节,3,9,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216358080,,2022,公司治理,您对北京银行在公司治理方面实践的评价 ：,23,29,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216358080,,2022,绿色金融,23亿元 ；水污染治理、生态环保建设、绿道等专项地方债合计16只，余额15.21亿元 ；绿色企业债一只，余,13,19,94,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216358080,,2022,消费者权益保护,包含'消费者权益'的章节,8,14,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216358080,,2022,普惠金融,包含'个体工商户'的章节,6,12,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216358080,,2022,乡村振兴,包含'乡村振兴'的章节,2,8,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219583298,,2023,风险管理,包含'风险管理体系'的章节,2,8,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219583298,,2023,公司治理,您对北京银行在公司治理方面实践的评价 ：,31,37,88,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219583298,,2023,绿色金融,绿色金融业务,28,34,88,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219583298,,2023,消费者权益保护,消费者权益保护情况,29,35,88,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219583298,,2023,普惠金融,50%。普惠型小微企业贷款户数34.9万户，较年初增4.97万户，增幅,11,17,88,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219583298,,2023,乡村振兴,包含'乡村振兴'的章节,1,7,88,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223096753,,2024,风险管理,包含'风险管理体系'的章节,6,12,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223096753,,2024,公司治理,您对北京银行在公司治理方面实践的评价：,27,33,90,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223096753,,2024,绿色金融,您对改善和提高北京银行践行 ESG 发展理念和本报告的其他意见和建议：,27,33,90,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223096753,,2024,消费者权益保护,包含'消费者权益'的章节,1,7,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223096753,,2024,普惠金融,2024 年普惠金融贷款余额为人行 2000 万元统计口径。按金监总局普惠口径，2024 年末本行普惠型小微企,24,30,90,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223096753,,2024,乡村振兴,涉农贷款余额根据人行 A1433 报表新口径统计，主要因为农村区域、城市区域（县城城区、开发区）范围调,24,30,90,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225217665,,2025,风险管理,2026 年 4 月 27 日，北京银行董事会 2026 年第三次会议审议通过《关于北京银行股份有限公司董事会风险管理,3,9,80,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225217665,,2025,公司治理,您对北京银行在公司治理方面实践的评价：,29,35,80,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225217665,,2025,绿色金融,份有限公司 2024 年社会责任暨 ESG 报告》《北京银行绿色金融三年发展战略规划（2025,3,9,80,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225217665,,2025,消费者权益保护,包含'消费者权益'的章节,1,7,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225217665,,2025,普惠金融,"""报告期内 ", 本行已按照规定在国家企业信用信息公示系统中公示企业年度报告 ," 无逾期尚未支付中小企业款项。""",80,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225217665,,2025,乡村振兴,包含'乡村振兴'的章节,2,8,80,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729810,,2021,风险管理,包含'全面风险管理'的章节,5,11,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729810,,2021,公司治理,包含'投资者关系'的章节,1,7,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729810,,2021,绿色金融,社会责任管理 ........................................................................................................ 10,1,7,94,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729810,,2021,消费者权益保护,包含'消费者权益'的章节,2,8,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729810,,2021,普惠金融,包含'个体工商户'的章节,6,12,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1212729810,,2021,乡村振兴,包含'乡村振兴'的章节,1,7,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664721,,2022,风险管理,包含'风险管理体系'的章节,5,11,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664721,,2022,公司治理,包含'投资者关系'的章节,1,7,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664721,,2022,绿色金融,社会责任管理 ........................................................................................................ 10,1,7,85,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664721,,2022,消费者权益保护,包含'消费者权益'的章节,2,8,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664721,,2022,普惠金融,包含'个体工商户'的章节,7,13,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664721,,2022,乡村振兴,包含'农业产业化'的章节,8,14,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219916780,,2023,风险管理,本公司“消费金融数字化信用风险管理体系”在城银清算服务有限责任公司主办的,4,10,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219916780,,2023,公司治理,本公司荣获《证券时报》颁发的“2023 年度和谐投资者关系银行天玑奖”。,4,10,86,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219916780,,2023,绿色金融,社会责任管理 ........................................................................................................................................... 11,1,7,86,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219916780,,2023,消费者权益保护,本公司三明分行荣获中国人民银行三明市分行授予的“2022 年度金融消费者权益保,4,10,86,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219916780,,2023,普惠金融,本公司荣获《每日经济新闻》颁发的第 14 届金鼎奖“年度卓越普惠金融奖”。,4,10,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219916780,,2023,乡村振兴,助力乡村振兴,7,13,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384649,,2024,风险管理,包含'风险管理体系'的章节,6,12,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384649,,2024,公司治理,13%。对于独立董事专门会议，公司独立董事的出席率为 100%，亲自出席率 96.67%。,24,30,84,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384649,,2024,绿色金融,《厦门银行股份有限公司绿色低碳行动（2024,12,18,84,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384649,,2024,消费者权益保护,包含'消费者权益'的章节,1,7,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384649,,2024,普惠金融,5 万元，用于扶贫济困、赈灾就难、助学助残、,24,30,84,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223384649,,2024,乡村振兴,包含'乡村振兴'的章节,4,10,84,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225266418,,2025,风险管理,包含'风险管理体系'的章节,7,13,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225266418,,2025,公司治理,7%。公司致力于推动董事会在专业经验和技能、知识、文化、教育背景及性别,25,31,85,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225266418,,2025,绿色金融,55%，大幅领先各项贷款平均增速。在自身运营方面，我们坚定推进低碳转型，,1,7,85,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225266418,,2025,消费者权益保护,包含'消费者权益'的章节,1,7,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225266418,,2025,普惠金融,05 亿元，增幅 26.27%。持续强化对民营企业的金融支持，截至 2025 年末，,1,7,85,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225266418,,2025,乡村振兴,包含'乡村振兴'的章节,4,10,85,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213030160,,2021,风险管理,包含'风险管理体系'的章节,1,7,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213030160,,2021,公司治理,包含'投资者关系'的章节,4,10,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213030160,,2021,绿色金融,0”，迭代升级“绿色金融 +”产品服务体系。聚焦绿色信贷、绿色债,10,16,83,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213030160,,2021,消费者权益保护,客户满意度是指我行通过“神秘人项目”和内部网点运营人员调查问卷综合获取客户满意度指标。,2,8,83,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213030160,,2021,普惠金融,包含'个体工商户'的章节,13,19,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2021-1213030160,,2021,乡村振兴,包含'乡村振兴'的章节,1,7,83,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664772,,2022,风险管理,包含'风险管理体系'的章节,1,7,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664772,,2022,公司治理,包含'公司治理结构'的章节,3,9,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664772,,2022,绿色金融,您认为本报告是否能反映上海银行社会责任实践对经济、环境、社会的影响？,21,27,90,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664772,,2022,消费者权益保护,客户满意度是指我行通过“神秘人项目”和内部网点运营人员调查问卷综合获取客户满意度指标。,3,9,90,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664772,,2022,普惠金融,包含'个体工商户'的章节,8,14,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216664772,,2022,乡村振兴,包含'乡村振兴'的章节,1,7,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219842057,,2023,风险管理,包含'风险管理体系'的章节,2,8,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219842057,,2023,公司治理,包含'投资者关系'的章节,5,11,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219842057,,2023,绿色金融,您对上海银行社会责任及 ESG 工作和本报告的意见和建议：,28,34,89,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219842057,,2023,消费者权益保护,包含'消费者权益'的章节,2,8,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219842057,,2023,普惠金融,包含'普惠金融'的章节,2,8,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219842057,,2023,乡村振兴,包含'乡村振兴'的章节,2,8,89,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223286933,,2024,风险管理,包含'风险管理体系'的章节,2,8,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223286933,,2024,公司治理,包含'投资者关系'的章节,4,10,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223286933,,2024,绿色金融,您对上海银行社会责任及 ESG 工作和本报告的意见和建议：,31,37,90,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223286933,,2024,消费者权益保护,包含'消费者权益'的章节,1,7,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223286933,,2024,普惠金融,包含'个体工商户'的章节,10,16,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1223286933,,2024,乡村振兴,包含'乡村振兴'的章节,1,7,90,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225173733,,2025,风险管理,包含'风险管理体系'的章节,4,10,76,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225173733,,2025,公司治理,合规管理,25,31,76,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225173733,,2025,绿色金融,您对上海银行可持续发展工作和本报告的意见和建议：,35,41,76,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225173733,,2025,消费者权益保护,包含'消费者权益'的章节,1,7,76,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225173733,,2025,普惠金融,发展普惠金融,13,19,76,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2025-1225173733,,2025,乡村振兴,包含'乡村振兴'的章节,4,10,76,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1212749877,,2021,风险管理,包含'风险管理体系'的章节,18,24,78,内容搜索,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1212749877,,2021,公司治理,加权平均净资产收益率根据证监会《公开发行证券的公司信息披露编报规则第 9 号 - 净资产收益率和每股收益的计算及披露》（2010 年修订）的规定计算。,19,25,78,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1212749877,,2021,绿色金融,2 描述银行现有战略 / 计划调整战略如何与联合国可持续发展目标（SDGs）、《巴黎气候协定》以及国家和地区相关框,28,34,78,精确匹配,ok,confirmed,中高置信度+精确匹配，自动通过,system_auto,2026-06-14
2021-1212749877,,2021,消费者权益保护,客户投诉办结率（%）：客户投诉办结率 =（1-,25,31,78,模糊匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1212749877,,2021,普惠金融,口径根据《中国银保监会办公厅关于 2021 年进一步推动小微企业金融服务高质量发展的通知》（银保监办发〔2021〕49 号）调整，剔除了票据贴现和转贴,19,25,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2021-1212749877,,2021,乡村振兴,2%。积极探索服务乡村振兴新模式，创新智慧农业,1,7,78,关键词匹配,ok,pending,中置信度，建议人工复核,system_auto,2026-06-14
2022-1216276180,,2022,风险管理,包含'风险管理体系'的章节,5,11,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216276180,,2022,公司治理,加权平均净资产收益率根据证监会《公开发行证券的公司信息披露编报规则第 9 号 - 净资产收益率和每股收益的计算及披露》（2010 年修订）的规,3,9,94,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216276180,,2022,绿色金融,承销绿色债券期数及募集金额指中国农业银行股份有限公司承销的将所得资金专门用于资助符合规定条件的绿色项目或为这些项目进行再融资的,3,9,94,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216276180,,2022,消费者权益保护,包含'消费者权益'的章节,1,7,94,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216276180,,2022,普惠金融,口径根据《中国银保监会办公厅关于 2021 年进一步推动小微企业金融服务高质量发展的通知》（银保监办发〔2021〕49 号）调整，剔除了票据,3,9,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2022-1216276180,,2022,乡村振兴,1% ；乡村振兴重点帮扶县乡,9,15,94,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445729,,2023,风险管理,包含'风险管理体系'的章节,12,18,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445729,,2023,公司治理,加权平均净资产收益率根据证监会《公开发行证券的公司信息披露编报规则第 9 号 - 净资产收益率和每股收益的计算及披露》（2010,3,9,82,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445729,,2023,绿色金融,承销绿色债券期数及募集金额指中国农业银行股份有限公司承销的将所得资金专门用于资助符合规定条件的绿色项目或为这些项目进,3,9,82,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445729,,2023,消费者权益保护,根据《中国银保监会办公厅关于 2023 年加力提升小微企业金融服务质量的通知》（银保监办发〔2023〕42 号），普惠型小微企业贷,3,9,82,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445729,,2023,普惠金融,根据《中国银保监会办公厅关于 2023 年加力提升小微企业金融服务质量的通知》（银保监办发〔2023〕42 号），普惠型小微企业贷,3,9,82,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2023-1219445729,,2023,乡村振兴,涉农贷款余额包含农户贷款余额、非农户个人农林牧渔业贷款余额、农村企业及各类组织贷款余额以及城市企业及各类组织涉农贷,3,9,82,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222943090,,2024,风险管理,包含'风险管理体系'的章节,10,16,82,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222943090,,2024,公司治理,加权平均净资产收益率（%）：加权平均净资产收益率根据证监会《公开发行证券的公司信息披露编报规则第 9 号 - 净资产收益率和每股,28,34,82,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222943090,,2024,绿色金融,承销绿色债券（含碳中和债）份额（亿元）：承销绿色债券（含碳中和债）份额指本行承销的将所得资金专门用于符合《绿色债券支持项,28,34,82,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222943090,,2024,消费者权益保护,消费投诉数量（万件）：包括监管投诉、客服投诉、网点现场投诉等。为反映客户投诉实际情况，本报告中的消费投诉数量已剔除重复投,30,36,82,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222943090,,2024,普惠金融,"""普惠金融贷款余额（万亿元）：央行口径普惠金融领域贷款包括单户授信小于 1","000 万元的小微型企业贷款、个体工商户经营性贷款、小""",30,82,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2024-1222943090,,2024,乡村振兴,160 个国家乡村振兴重点帮扶县贷款余额（亿元）：中国农业银行股份有限公司通过位于 160 个国家乡村振兴重点帮扶县的所有经营机构,30,36,82,精确匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225056284,,2025,风险管理,包含'风险管理体系'的章节,5,11,86,内容搜索,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225056284,,2025,公司治理,加权平均净资产收益率（%）：加权平均净资产收益率根据证监会《公开发行证券的公司信息披露编报规则第 9 号 - 净资产收益率和每股收益的计算,43,49,86,模糊匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225056284,,2025,绿色金融,承销绿色债券（含碳中和债）份额（亿元）：承销绿色债券（含碳中和债）份额指本行承销的将所得资金专门用于符合《绿色金融支持项目目录（2025,43,49,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
2025-1225056284,,2025,消费者权益保护,普惠型小微企业贷款余额（万亿元）：根据《中国银保监会办公厅关于 2023 年加力提升小微企业金融服务质量的通知》（银保监办发〔2023〕42,46,52,86,关键词匹配,ok,confirmed,高置信度，自动通过,system_auto,2026-06-14
