doc_id,issue_name,section_title,start_page,end_page,confidence,quality_issue
2024-1223096753,普惠金融,2024 年普惠金融贷款余额为人行 2000 万元统计口径。按金监总局普惠口径，2024 年末本行普惠型小微企,24,30,90,ok
2024-1223096753,乡村振兴,涉农贷款余额根据人行 A1433 报表新口径统计，主要因为农村区域、城市区域（县城城区、开发区）范围调,24,30,90,ok
2025-1225217665,风险管理,2026 年 4 月 27 日，北京银行董事会 2026 年第三次会议审议通过《关于北京银行股份有限公司董事会风险管理,3,9,80,ok
2025-1225217665,公司治理,您对北京银行在公司治理方面实践的评价：,29,35,80,ok
2025-1225217665,绿色金融,份有限公司 2024 年社会责任暨 ESG 报告》《北京银行绿色金融三年发展战略规划（2025,3,9,80,ok
2025-1225217665,消费者权益保护,包含'消费者权益'的章节,1,7,80,ok
2025-1225217665,普惠金融,"""报告期内 ", 本行已按照规定在国家企业信用信息公示系统中公示企业年度报告 ," 无逾期尚未支付中小企业款项。""",80,ok
2025-1225217665,乡村振兴,包含'乡村振兴'的章节,2,8,80,ok
2021-1212729810,风险管理,包含'全面风险管理'的章节,5,11,94,ok
2021-1212729810,公司治理,包含'投资者关系'的章节,1,7,94,ok
2021-1212729810,绿色金融,社会责任管理 ........................................................................................................ 10,1,7,94,ok
2021-1212729810,消费者权益保护,包含'消费者权益'的章节,2,8,94,ok
2021-1212729810,普惠金融,包含'个体工商户'的章节,6,12,94,ok
2021-1212729810,乡村振兴,包含'乡村振兴'的章节,1,7,94,ok
2022-1216664721,风险管理,包含'风险管理体系'的章节,5,11,85,ok
2022-1216664721,公司治理,包含'投资者关系'的章节,1,7,85,ok
2022-1216664721,绿色金融,社会责任管理 ........................................................................................................ 10,1,7,85,ok
2022-1216664721,消费者权益保护,包含'消费者权益'的章节,2,8,85,ok
2022-1216664721,普惠金融,包含'个体工商户'的章节,7,13,85,ok
2022-1216664721,乡村振兴,包含'农业产业化'的章节,8,14,85,ok
2023-1219916780,风险管理,本公司“消费金融数字化信用风险管理体系”在城银清算服务有限责任公司主办的,4,10,86,ok
2023-1219916780,公司治理,本公司荣获《证券时报》颁发的“2023 年度和谐投资者关系银行天玑奖”。,4,10,86,ok
2023-1219916780,绿色金融,社会责任管理 ........................................................................................................................................... 11,1,7,86,ok
2023-1219916780,消费者权益保护,本公司三明分行荣获中国人民银行三明市分行授予的“2022 年度金融消费者权益保,4,10,86,ok
2023-1219916780,普惠金融,本公司荣获《每日经济新闻》颁发的第 14 届金鼎奖“年度卓越普惠金融奖”。,4,10,86,ok
2023-1219916780,乡村振兴,助力乡村振兴,7,13,86,ok
2024-1223384649,风险管理,包含'风险管理体系'的章节,6,12,84,ok
2024-1223384649,公司治理,13%。对于独立董事专门会议，公司独立董事的出席率为 100%，亲自出席率 96.67%。,24,30,84,ok
2024-1223384649,绿色金融,《厦门银行股份有限公司绿色低碳行动（2024,12,18,84,ok
2024-1223384649,消费者权益保护,包含'消费者权益'的章节,1,7,84,ok
2024-1223384649,普惠金融,5 万元，用于扶贫济困、赈灾就难、助学助残、,24,30,84,ok
2024-1223384649,乡村振兴,包含'乡村振兴'的章节,4,10,84,ok
2025-1225266418,风险管理,包含'风险管理体系'的章节,7,13,85,ok
2025-1225266418,公司治理,7%。公司致力于推动董事会在专业经验和技能、知识、文化、教育背景及性别,25,31,85,ok
2025-1225266418,绿色金融,55%，大幅领先各项贷款平均增速。在自身运营方面，我们坚定推进低碳转型，,1,7,85,ok
2025-1225266418,消费者权益保护,包含'消费者权益'的章节,1,7,85,ok
2025-1225266418,普惠金融,05 亿元，增幅 26.27%。持续强化对民营企业的金融支持，截至 2025 年末，,1,7,85,ok
2025-1225266418,乡村振兴,包含'乡村振兴'的章节,4,10,85,ok
2021-1213030160,风险管理,包含'风险管理体系'的章节,1,7,83,ok
2021-1213030160,公司治理,包含'投资者关系'的章节,4,10,83,ok
2021-1213030160,绿色金融,0”，迭代升级“绿色金融 +”产品服务体系。聚焦绿色信贷、绿色债,10,16,83,ok
2021-1213030160,消费者权益保护,客户满意度是指我行通过“神秘人项目”和内部网点运营人员调查问卷综合获取客户满意度指标。,2,8,83,ok
2021-1213030160,普惠金融,包含'个体工商户'的章节,13,19,83,ok
2021-1213030160,乡村振兴,包含'乡村振兴'的章节,1,7,83,ok
2022-1216664772,风险管理,包含'风险管理体系'的章节,1,7,90,ok
2022-1216664772,公司治理,包含'公司治理结构'的章节,3,9,90,ok
2022-1216664772,绿色金融,您认为本报告是否能反映上海银行社会责任实践对经济、环境、社会的影响？,21,27,90,ok
2022-1216664772,消费者权益保护,客户满意度是指我行通过“神秘人项目”和内部网点运营人员调查问卷综合获取客户满意度指标。,3,9,90,ok
2022-1216664772,普惠金融,包含'个体工商户'的章节,8,14,90,ok
2022-1216664772,乡村振兴,包含'乡村振兴'的章节,1,7,90,ok
2023-1219842057,风险管理,包含'风险管理体系'的章节,2,8,89,ok
2023-1219842057,公司治理,包含'投资者关系'的章节,5,11,89,ok
2023-1219842057,绿色金融,您对上海银行社会责任及 ESG 工作和本报告的意见和建议：,28,34,89,ok
2023-1219842057,消费者权益保护,包含'消费者权益'的章节,2,8,89,ok
2023-1219842057,普惠金融,包含'普惠金融'的章节,2,8,89,ok
2023-1219842057,乡村振兴,包含'乡村振兴'的章节,2,8,89,ok
2024-1223286933,风险管理,包含'风险管理体系'的章节,2,8,90,ok
2024-1223286933,公司治理,包含'投资者关系'的章节,4,10,90,ok
2024-1223286933,绿色金融,您对上海银行社会责任及 ESG 工作和本报告的意见和建议：,31,37,90,ok
2024-1223286933,消费者权益保护,包含'消费者权益'的章节,1,7,90,ok
2024-1223286933,普惠金融,包含'个体工商户'的章节,10,16,90,ok
2024-1223286933,乡村振兴,包含'乡村振兴'的章节,1,7,90,ok
2025-1225173733,风险管理,包含'风险管理体系'的章节,4,10,76,ok
2025-1225173733,公司治理,合规管理,25,31,76,ok
2025-1225173733,绿色金融,您对上海银行可持续发展工作和本报告的意见和建议：,35,41,76,ok
2025-1225173733,消费者权益保护,包含'消费者权益'的章节,1,7,76,ok
2025-1225173733,普惠金融,发展普惠金融,13,19,76,ok
2025-1225173733,乡村振兴,包含'乡村振兴'的章节,4,10,76,ok
2021-1212749877,风险管理,包含'风险管理体系'的章节,18,24,78,ok
2021-1212749877,公司治理,加权平均净资产收益率根据证监会《公开发行证券的公司信息披露编报规则第 9 号 - 净资产收益率和每股收益的计算及披露》（2010 年修订）的规定计算。,19,25,78,ok
2021-1212749877,绿色金融,2 描述银行现有战略 / 计划调整战略如何与联合国可持续发展目标（SDGs）、《巴黎气候协定》以及国家和地区相关框,28,34,78,ok
2021-1212749877,消费者权益保护,客户投诉办结率（%）：客户投诉办结率 =（1-,25,31,78,ok
2021-1212749877,普惠金融,口径根据《中国银保监会办公厅关于 2021 年进一步推动小微企业金融服务高质量发展的通知》（银保监办发〔2021〕49 号）调整，剔除了票据贴现和转贴,19,25,78,ok
2021-1212749877,乡村振兴,2%。积极探索服务乡村振兴新模式，创新智慧农业,1,7,78,ok
2022-1216276180,风险管理,包含'风险管理体系'的章节,5,11,94,ok
2022-1216276180,公司治理,加权平均净资产收益率根据证监会《公开发行证券的公司信息披露编报规则第 9 号 - 净资产收益率和每股收益的计算及披露》（2010 年修订）的规,3,9,94,ok
2022-1216276180,绿色金融,承销绿色债券期数及募集金额指中国农业银行股份有限公司承销的将所得资金专门用于资助符合规定条件的绿色项目或为这些项目进行再融资的,3,9,94,ok
2022-1216276180,消费者权益保护,包含'消费者权益'的章节,1,7,94,ok
2022-1216276180,普惠金融,口径根据《中国银保监会办公厅关于 2021 年进一步推动小微企业金融服务高质量发展的通知》（银保监办发〔2021〕49 号）调整，剔除了票据,3,9,94,ok
2022-1216276180,乡村振兴,1% ；乡村振兴重点帮扶县乡,9,15,94,ok
2023-1219445729,风险管理,包含'风险管理体系'的章节,12,18,82,ok
2023-1219445729,公司治理,加权平均净资产收益率根据证监会《公开发行证券的公司信息披露编报规则第 9 号 - 净资产收益率和每股收益的计算及披露》（2010,3,9,82,ok
2023-1219445729,绿色金融,承销绿色债券期数及募集金额指中国农业银行股份有限公司承销的将所得资金专门用于资助符合规定条件的绿色项目或为这些项目进,3,9,82,ok
2023-1219445729,消费者权益保护,根据《中国银保监会办公厅关于 2023 年加力提升小微企业金融服务质量的通知》（银保监办发〔2023〕42 号），普惠型小微企业贷,3,9,82,ok
2023-1219445729,普惠金融,根据《中国银保监会办公厅关于 2023 年加力提升小微企业金融服务质量的通知》（银保监办发〔2023〕42 号），普惠型小微企业贷,3,9,82,ok
2023-1219445729,乡村振兴,涉农贷款余额包含农户贷款余额、非农户个人农林牧渔业贷款余额、农村企业及各类组织贷款余额以及城市企业及各类组织涉农贷,3,9,82,ok
2024-1222943090,风险管理,包含'风险管理体系'的章节,10,16,82,ok
2024-1222943090,公司治理,加权平均净资产收益率（%）：加权平均净资产收益率根据证监会《公开发行证券的公司信息披露编报规则第 9 号 - 净资产收益率和每股,28,34,82,ok
2024-1222943090,绿色金融,承销绿色债券（含碳中和债）份额（亿元）：承销绿色债券（含碳中和债）份额指本行承销的将所得资金专门用于符合《绿色债券支持项,28,34,82,ok
2024-1222943090,消费者权益保护,消费投诉数量（万件）：包括监管投诉、客服投诉、网点现场投诉等。为反映客户投诉实际情况，本报告中的消费投诉数量已剔除重复投,30,36,82,ok
2024-1222943090,普惠金融,"""普惠金融贷款余额（万亿元）：央行口径普惠金融领域贷款包括单户授信小于 1","000 万元的小微型企业贷款、个体工商户经营性贷款、小""",30,82,ok
2024-1222943090,乡村振兴,160 个国家乡村振兴重点帮扶县贷款余额（亿元）：中国农业银行股份有限公司通过位于 160 个国家乡村振兴重点帮扶县的所有经营机构,30,36,82,ok
2025-1225056284,风险管理,包含'风险管理体系'的章节,5,11,86,ok
2025-1225056284,公司治理,加权平均净资产收益率（%）：加权平均净资产收益率根据证监会《公开发行证券的公司信息披露编报规则第 9 号 - 净资产收益率和每股收益的计算,43,49,86,ok
2025-1225056284,绿色金融,承销绿色债券（含碳中和债）份额（亿元）：承销绿色债券（含碳中和债）份额指本行承销的将所得资金专门用于符合《绿色金融支持项目目录（2025,43,49,86,ok
2025-1225056284,消费者权益保护,普惠型小微企业贷款余额（万亿元）：根据《中国银保监会办公厅关于 2023 年加力提升小微企业金融服务质量的通知》（银保监办发〔2023〕42,46,52,86,ok
2025-1225056284,普惠金融,普惠型小微企业贷款余额（万亿元）：根据《中国银保监会办公厅关于 2023 年加力提升小微企业金融服务质量的通知》（银保监办发〔2023〕42,46,52,86,ok
2025-1225056284,乡村振兴,160 个国家乡村振兴重点帮扶县贷款余额（亿元）：本行通过位于 160 个国家乡村振兴重点帮扶县的所有经营机构发放的贷款和垫款总额。,45,51,86,ok
2021-1212686677,风险管理,包含'风险管理体系'的章节,6,12,92,ok
2021-1212686677,公司治理,包含'审计委员会'的章节,5,11,92,ok
2021-1212686677,绿色金融,“绿色贷款余额“是依据报送人行口径，涵盖境内各分行的节能环保产业、清洁生产产业、清洁能源产业、,18,24,92,ok
2021-1212686677,消费者权益保护,您认为交通银行股份有限公司在客户服务方面做得如何？,21,27,92,ok
2021-1212686677,普惠金融,中小微企业贷款余额是依据报送人行口径小微企业数据加中型企业数据的贷款余额合计。,18,24,92,ok
2021-1212686677,乡村振兴,涉农贷款余额是依据报送人行口径，涵盖城市企业及各类组织涉农贷款、农户贷款、农村企业及各类组织贷,18,24,92,ok
2022-1216276216,风险管理,包含'风险管理体系'的章节,3,9,84,ok
2022-1216276216,公司治理,包含'投资者关系'的章节,6,12,84,ok
2022-1216276216,绿色金融,绿色贷款余额是指依据报送中国人民银行口径，涵盖境内各分行的节能环保产业、清洁生产产业、清洁能源,20,26,84,ok
2022-1216276216,消费者权益保护,您认为交通银行股份有限公司在客户服务方面做得如何？,22,28,84,ok
2022-1216276216,普惠金融,中小微企业贷款余额是指依据报送中国人民银行口径小微企业数据加中型企业数据的贷款余额合计数。,19,25,84,ok
2022-1216276216,乡村振兴,涉农贷款余额是指依据报送中国人民银行口径，涵盖城市企业及各类组织涉农贷款、农户贷款、农村企业及,19,25,84,ok
2023-1219427322,风险管理,包含'风险管理体系'的章节,10,16,85,ok
2023-1219427322,公司治理,包含'投资者关系'的章节,4,10,85,ok
2023-1219427322,绿色金融,包含'环境信息披露'的章节,1,7,85,ok
2023-1219427322,消费者权益保护,包含'消费者权益'的章节,1,7,85,ok
2023-1219427322,普惠金融,包含'个体工商户'的章节,8,14,85,ok
2023-1219427322,乡村振兴,包含'乡村振兴'的章节,1,7,85,ok
2024-1222869569,风险管理,包含'风险管理体系'的章节,4,10,84,ok
2024-1222869569,公司治理,包含'投资者关系'的章节,3,9,84,ok
2024-1222869569,绿色金融,包含'环境信息披露'的章节,1,7,84,ok
2024-1222869569,消费者权益保护,包含'消费者权益'的章节,1,7,84,ok
2024-1222869569,普惠金融,包含'普惠金融'的章节,1,7,84,ok
2024-1222869569,乡村振兴,包含'乡村振兴'的章节,1,7,84,ok
2025-1225047340,风险管理,包含'风险管理体系'的章节,4,10,75,ok
2025-1225047340,公司治理,包含'审计委员会'的章节,3,9,75,ok
2025-1225047340,绿色金融,本行在报告“应对气候变化”和“绿色金融”部分已对气候相关转型风险和物理风险的影响、气候相关机遇的影响、,25,31,75,ok
2025-1225047340,消费者权益保护,包含'消费者权益'的章节,2,8,75,ok
2025-1225047340,普惠金融,包含'普惠金融'的章节,1,7,75,ok
2025-1225047340,乡村振兴,包含'乡村振兴'的章节,1,7,75,ok
2021-1212753514,风险管理,包含'风险管理体系'的章节,2,8,86,ok
2021-1212753514,公司治理,包含'投资者关系'的章节,10,16,86,ok
2021-1212753514,绿色金融,您认为本报告是否能真实反映工商银行社会责任实践对经济、环境、社会的影响？,26,32,86,ok
2021-1212753514,消费者权益保护,包含'消费者权益'的章节,8,14,86,ok
2021-1212753514,普惠金融,公益慈善投入总额不包含扶贫款项（2020 年及以前）。,20,26,86,ok
2021-1212753514,乡村振兴,包含'农业产业化'的章节,7,13,86,ok
2022-1216282262,风险管理,包含'风险管理体系'的章节,2,8,88,ok
2022-1216282262,公司治理,包含'投资者关系'的章节,12,18,88,ok
2022-1216282262,绿色金融,您认为本报告是否能真实反映工商银行社会责任实践对经济、环境、社会的影响？,28,34,88,ok
2022-1216282262,消费者权益保护,包含'消费者权益'的章节,9,15,88,ok
2022-1216282262,普惠金融,包含'个体工商户'的章节,1,7,88,ok
2022-1216282262,乡村振兴,包含'农业产业化'的章节,8,14,88,ok
2023-1219429136,风险管理,包含'风险管理体系'的章节,1,7,84,ok
2023-1219429136,公司治理,举办公司治理相关课程培训的期数（期）：工商银行通过,25,31,84,ok
2023-1219429136,绿色金融,举办绿色金融 / 环境治理相关课程培训的期数（期）：工,25,31,84,ok
2023-1219429136,消费者权益保护,包含'消费者权益'的章节,1,7,84,ok
2023-1219429136,普惠金融,普惠金融课程相关培训人次（人次）：工商银行通过“工,24,30,84,ok
2023-1219429136,乡村振兴,举办乡村振兴 / 县域治理（含农村信用体系建设）相关,25,31,84,ok
2024-1222948913,风险管理,风险管理,4,10,91,ok
2024-1222948913,公司治理,信息披露与公司透明度,4,10,91,ok
2024-1222948913,绿色金融,绿色金融,4,10,91,ok
2024-1222948913,消费者权益保护,与 2023 年相比，本报告期个人客户投诉数量统计口径进一步扩大，除包括监管转办投诉和我行自收投诉，还增加了 12378 热线“一,21,27,91,ok
2024-1222948913,普惠金融,普惠金融与乡村振兴,4,10,91,ok
2024-1222948913,乡村振兴,普惠金融与乡村振兴,4,10,91,ok
2025-1225047021,风险管理,包含'风险管理体系'的章节,1,7,87,ok
2025-1225047021,公司治理,包含'公司治理结构'的章节,40,46,87,ok
2025-1225047021,绿色金融,您认为本报告是否能真实反映工商银行可持续发展实践对经济、环境、社会的影响？,40,46,87,ok
2025-1225047021,消费者权益保护,个人客户投诉包括本行自收投诉、监管转办投诉，以及 12378 热线“一键呼转”至本行的投诉和客户通过金融监管总局“金融消费者,24,30,87,ok
2025-1225047021,普惠金融,79 万户，增速 23.9%。普惠金融服务获 2025 央,39,45,87,ok
2025-1225047021,乡村振兴,“1+4+X”乡村振兴特色金融服务体系指 ：锚定做金融服务乡村全面振兴主力银行“1”个目标，夯实生态聚力、数字驱动、产品适配、,22,28,87,ok
2021-1212753520,风险管理,包含'风险管理'的章节,3,9,80,ok
2021-1212753520,公司治理,包含'公司治理结构'的章节,3,9,80,ok
2021-1212753520,绿色金融,包含'可持续发展'的章节,2,8,80,ok
2021-1212753520,消费者权益保护,包含'消费者权益'的章节,3,9,80,ok
2021-1212753520,普惠金融,包含'普惠金融'的章节,2,8,80,ok
2021-1212753520,乡村振兴,包含'乡村振兴'的章节,6,12,80,ok
2022-1216242333,风险管理,包含'风险管理体系'的章节,5,11,76,ok
2022-1216242333,公司治理,完善架构，深化治理机制 《通知》第二条、第五条：第（一）款、第（三）款； 102,12,18,76,ok
2022-1216242333,绿色金融,您对 2022 年度 ESG 报告的综合评价：,12,18,76,ok
2022-1216242333,消费者权益保护,包含'消费者权益'的章节,3,9,76,ok
2022-1216242333,普惠金融,包含'中小企业融资'的章节,7,13,76,ok
2022-1216242333,乡村振兴,包含'乡村振兴'的章节,1,7,76,ok
2023-1219426931,风险管理,包含'风险管理体系'的章节,6,12,76,ok
2023-1219426931,公司治理,包含'公司治理结构'的章节,3,9,76,ok
2023-1219426931,绿色金融,您对 2023 年度 ESG 报告的综合评价：,19,25,76,ok
2023-1219426931,消费者权益保护,包含'消费者权益'的章节,2,8,76,ok
2023-1219426931,普惠金融,包含'个体工商户'的章节,8,14,76,ok
2023-1219426931,乡村振兴,包含'乡村振兴'的章节,1,7,76,ok
2024-1222926516,风险管理,包含'风险管理体系'的章节,3,9,81,ok
2024-1222926516,公司治理,包含'公司治理结构'的章节,5,11,81,ok
2024-1222926516,绿色金融,您对 2024 年度 ESG 报告的综合评价：,26,32,81,ok
2024-1222926516,消费者权益保护,包含'消费者权益'的章节,2,8,81,ok
2024-1222926516,普惠金融,"""28%，普惠型小微企业贷款户数达 40","847 户，同比增长 1.85%，普惠型小微企业贷款增量全市第一。""",9,81,ok
2024-1222926516,乡村振兴,包含'农业产业化'的章节,17,23,81,ok
2025-1225036741,风险管理,包含'风险管理体系'的章节,5,11,82,ok
2025-1225036741,公司治理,您认为我们在公司治理方面做得如何？,33,39,82,ok
2025-1225036741,绿色金融,03亿元，较年初新增15.09亿元，增速达32.85%；成功发行绍兴首单绿色金融债券，全年合计发行绿色金融,1,7,82,ok
2025-1225036741,消费者权益保护,您认为我们在客户服务方面做得如何？,33,39,82,ok
2025-1225036741,普惠金融,包含'个体工商户'的章节,1,7,82,ok
2025-1225036741,乡村振兴,包含'农业产业化'的章节,15,21,82,ok
2021-1213225112,风险管理,包含'风险管理体系'的章节,3,9,82,ok
2021-1213225112,公司治理,坚持业务合规前置。强化合规前置审查，结合业务实际提出切实可行,7,13,82,ok
2021-1213225112,绿色金融,办公低碳化,5,11,82,ok
2021-1213225112,消费者权益保护,耐心受理解决客户投诉,5,11,82,ok
2021-1213225112,普惠金融,包含'个体工商户'的章节,4,10,82,ok
2021-1213225112,乡村振兴,"""优化支付环境。联合中国银联推出""""乡村振兴主题卡""""，优化农村支付环境。""",4,10,82,ok
2022-1216709524,风险管理,包含'流动性风险'的章节,8,14,93,ok
2022-1216709524,公司治理,包含'投资者关系'的章节,1,7,93,ok
2022-1216709524,绿色金融,低碳化办公,5,11,93,ok
2022-1216709524,消费者权益保护,总行地址：长沙市岳麓区滨江路 53 号楷林商务中心 B座   |  24小时客户服务热线：0731-96511/40067,1,7,93,ok
2022-1216709524,普惠金融,33%；国际贸易融资投放150.16亿元，同比增长73.21%。扎实推进普惠金融、稳企纾困、减费让,1,7,93,ok
2022-1216709524,乡村振兴,包含'乡村振兴'的章节,1,7,93,ok
2023-1219878101,风险管理,包含'风险管理体系'的章节,9,15,90,ok
2023-1219878101,公司治理,包含'公司治理结构'的章节,4,10,90,ok
2023-1219878101,绿色金融,包含'环境信息披露'的章节,1,7,90,ok
2023-1219878101,消费者权益保护,包含'消费者权益'的章节,1,7,90,ok
2023-1219878101,普惠金融,包含'个体工商户'的章节,7,13,90,ok
2023-1219878101,乡村振兴,99%。在湖南省金融机构服务乡村振兴工作考核评估中获评最高等级，获评银行家杂志,6,12,90,ok
2024-1223314435,风险管理,是加强客户环境和社会风险评估管理。出台授,19,25,90,ok
2024-1223314435,公司治理,2 环境合规管理,21,27,90,ok
2024-1223314435,绿色金融,发力绿色金融 积极融入绿水青山,4,10,90,ok
2024-1223314435,消费者权益保护,6 消费者权益保护培训,15,21,90,ok
2024-1223314435,普惠金融,深耕普惠金融 精准滴灌小微企业,5,11,90,ok
2024-1223314435,乡村振兴,乡村振兴,21,27,90,ok
2025-1225235704,风险管理,加强客户环境和社会风险评估管理。结合监,21,27,79,ok
2025-1225235704,公司治理,包含'公司治理结构'的章节,5,11,79,ok
2025-1225235704,绿色金融,95%、8.06%、2.99%。本行投资的绿色债券均为银行机构发行的绿色金融债券。,20,26,79,ok
2025-1225235704,消费者权益保护,总行地址长沙市岳麓区滨江路53号楷林商务中心B座24小时客户服务热线0731-9651140067,23,29,79,ok
2025-1225235704,普惠金融,包含'普惠金融'的章节,1,7,79,ok
2025-1225235704,乡村振兴,96亿元，服务县域产业客户超1.2万户，当年新增客,11,17,79,ok
2021-1212744226,风险管理,包含'风险管理体系'的章节,18,24,89,ok
2021-1212744226,公司治理,包含'公司治理结构'的章节,19,25,89,ok
2021-1212744226,绿色金融,"""ESG披露汇报原则包括:重要性",本行通过会议、问卷调查等方式了解各利益相关方诉求期望，结合本行战略与发展重要内容，统筹确定本行报告重点内容。量化,本行根据监管各方要求，于本报告中严格披露相关定量指标。平衡,89,ok
2021-1212744226,消费者权益保护,包含'消费者权益'的章节,2,8,89,ok
2021-1212744226,普惠金融,包含'普惠金融'的章节,1,7,89,ok
2021-1212744226,乡村振兴,包含'乡村振兴'的章节,1,7,89,ok
2022-1216273537,风险管理,包含'风险管理体系'的章节,1,7,77,ok
2022-1216273537,公司治理,包含'公司治理结构'的章节,19,25,77,ok
2022-1216273537,绿色金融,"""50亿元，较上年末增长29.58%；绿色债券累计承销规模117.70亿元；绿色融资余额5","832.32亿元，较上年末""",10,77,ok
2022-1216273537,消费者权益保护,包含'消费者权益'的章节,1,7,77,ok
2022-1216273537,普惠金融,89%，票据承兑出票时长压降60.48%，小企业信贷工厂审查审批时长压降50%；推广移动互联，“三农”客户经理,9,15,77,ok
2022-1216273537,乡村振兴,包含'农业产业化'的章节,6,12,77,ok
2023-1219443318,风险管理,包含'风险管理体系'的章节,2,8,76,ok
2023-1219443318,公司治理,包含'投资者关系'的章节,18,24,76,ok
2023-1219443318,绿色金融,"""24%；清洁能源产业贷款余额2","329.16亿元，较上年末增长20.76%；绿色债券投资余额367.69亿元；绿色""",10,76,ok
2023-1219443318,消费者权益保护,包含'消费者权益'的章节,1,7,76,ok
2023-1219443318,普惠金融,4万人，线上线下相融合，为小微客户提供有温度的贴心服务，成为我国普惠金融领域的先行者和践行者。成,3,9,76,ok
2023-1219443318,乡村振兴,包含'农业产业化'的章节,2,8,76,ok
2024-1222927897,风险管理,风险管理,17,23,93,ok
2024-1222927897,公司治理,包含'投资者关系'的章节,21,27,93,ok
2024-1222927897,绿色金融,2银行的商业战略与可持续发展,23,29,93,ok
2024-1222927897,消费者权益保护,10件，投诉处理满意度95.59%，投诉办结率为100%，投诉及时率（15日办结）为99.72%。受理投诉主要,14,20,93,ok
2024-1222927897,普惠金融,包含'普惠金融'的章节,1,7,93,ok
2024-1222927897,乡村振兴,包含'乡村振兴'的章节,1,7,93,ok
2025-1225047866,风险管理,包含'风险管理体系'的章节,3,9,86,ok
2025-1225047866,公司治理,监事会：本行于 2025 年 10 月 9 日召开的 2025 年第二次临时股东大会审议批准了《关于修订 < 中国邮政储蓄银行股份有限公司章程 > 的议案》和《关于中国邮,7,13,86,ok
2025-1225047866,绿色金融,绿色债券发行规模（亿元）：报告期内，中国邮政储蓄银行在全国银行间债券市场发行的绿色金融债券规模，根据《中国人民银行公告（〔2015〕第 39 号）（关于,12,18,86,ok
2025-1225047866,消费者权益保护,包含'消费者权益'的章节,2,8,86,ok
2025-1225047866,普惠金融,包含'普惠金融'的章节,2,8,86,ok
2025-1225047866,乡村振兴,包含'乡村振兴'的章节,2,8,86,ok
2021-1213216183,风险管理,包含'风险管理体系'的章节,11,17,82,ok
2021-1213216183,公司治理,您认为本报告能否反映齐鲁银行的公司治理情况？,11,17,82,ok
2021-1213216183,绿色金融,包含'可持续发展'的章节,1,7,82,ok
2021-1213216183,消费者权益保护,包含'消费者权益'的章节,1,7,82,ok
2021-1213216183,普惠金融,包含'普惠金融'的章节,1,7,82,ok
2021-1213216183,乡村振兴,包含'乡村振兴'的章节,1,7,82,ok
2022-1216664967,风险管理,包含'风险管理体系'的章节,1,7,77,ok
2022-1216664967,公司治理,本行倡导“合规从高层做起”“合规人人有责”的经营理念，建立高管引领合规规范机制，积极发挥各级高管人员率先,4,10,77,ok
2022-1216664967,绿色金融,· 绿色发展，环保先行2022社会责任报告,9,15,77,ok
2022-1216664967,消费者权益保护,79%。2022 年度客户对投诉处理结果满意或无异议共 403 笔，不满意 121 笔，全年投诉处理满意率为 76.91%。,7,13,77,ok
2022-1216664967,普惠金融,46%，全面完成普惠金融各项监管考核指标。,3,9,77,ok
2022-1216664967,乡村振兴,包含'乡村振兴'的章节,1,7,77,ok
2023-1219878175,风险管理,包含'风险管理体系'的章节,3,9,85,ok
2023-1219878175,公司治理,包含'投资者关系'的章节,4,10,85,ok
2023-1219878175,绿色金融,包含'可持续发展'的章节,1,7,85,ok
2023-1219878175,消费者权益保护,包含'消费者权益'的章节,2,8,85,ok
2023-1219878175,普惠金融,包含'普惠金融'的章节,1,7,85,ok
2023-1219878175,乡村振兴,包含'乡村振兴'的章节,1,7,85,ok
2024-1223315100,风险管理,包含'风险管理体系'的章节,3,9,88,ok
2024-1223315100,公司治理,包含'投资者关系'的章节,5,11,88,ok
2024-1223315100,绿色金融,包含'可持续发展'的章节,1,7,88,ok
2024-1223315100,消费者权益保护,包含'消费者权益'的章节,1,7,88,ok
2024-1223315100,普惠金融,包含'个体工商户'的章节,6,12,88,ok
2024-1223315100,乡村振兴,包含'乡村振兴'的章节,1,7,88,ok
2025-1225153202,风险管理,包含'风险管理体系'的章节,3,9,79,ok
2025-1225153202,公司治理,包含'投资者关系'的章节,6,12,79,ok
2025-1225153202,绿色金融,包含'可持续发展'的章节,1,7,79,ok
2025-1225153202,消费者权益保护,包含'消费者权益'的章节,1,7,79,ok
2025-1225153202,普惠金融,包含'个体工商户'的章节,1,7,79,ok
2025-1225153202,乡村振兴,包含'乡村振兴'的章节,1,7,79,ok
2021-1212687499,风险管理,包含'风险管理体系'的章节,2,8,87,ok
2021-1212687499,公司治理,为公司治理再上新台阶篇，反映本行在三会一层、,1,7,87,ok
2021-1212687499,绿色金融,二氧化硫排放主要来自于公车耗油，二氧化硫排放数据根据中国环境保护部刊发的《道路机动车大气污染物排放清单编制技术指南（试行）》进行核算。,14,20,87,ok
2021-1212687499,消费者权益保护,包含'消费者权益'的章节,1,7,87,ok
2021-1212687499,普惠金融,包含'普惠金融'的章节,1,7,87,ok
2021-1212687499,乡村振兴,包含'乡村振兴'的章节,1,7,87,ok
2022-1216221039,风险管理,包含'风险管理体系'的章节,3,9,78,ok
2022-1216221039,公司治理,董事会审议,14,20,78,ok
2022-1216221039,绿色金融,二氧化硫排放主要来自于公车耗油，二氧化硫排放数据根据中国环境保护部刊发的《道路机动车大气污染物排放清单编制技术指南（试行）》进行核算。,16,22,78,ok
